geoid,year,measure,value,moe
51760060500,2017.0,employment_access_index,34661.5,
51760060600,2017.0,employment_access_index,29751.0,
51760060700,2017.0,employment_access_index,31457.5,
51760060800,2017.0,employment_access_index,25274.0,
51760060900,2017.0,employment_access_index,20852.0,
51760061000,2017.0,employment_access_index,63344.0,
51760070100,2017.0,employment_access_index,20351.0,
51760070300,2017.0,employment_access_index,24245.0,
51760070400,2017.0,employment_access_index,26588.0,
51760070601,2017.0,employment_access_index,26041.0,
51760070602,2017.0,employment_access_index,26384.0,
51760070700,2017.0,employment_access_index,23872.5,
51760070801,2017.0,employment_access_index,18285.0,
51760070802,2017.0,employment_access_index,18047.0,
51760070900,2017.0,employment_access_index,24345.0,
51760071001,2017.0,employment_access_index,30988.5,
51760071002,2017.0,employment_access_index,28871.0,
51760071100,2017.0,employment_access_index,28417.0,
51770000100,2017.0,employment_access_index,18930.5,
51770000300,2017.0,employment_access_index,24129.0,
51770000400,2017.0,employment_access_index,20871.5,
51770000500,2017.0,employment_access_index,25028.0,
51770000601,2017.0,employment_access_index,16857.0,
51770000602,2017.0,employment_access_index,17119.0,
51770000900,2017.0,employment_access_index,18672.0,
51770001000,2017.0,employment_access_index,28392.0,
51770001100,2017.0,employment_access_index,39296.0,
51770001200,2017.0,employment_access_index,39543.5,
51770001800,2017.0,employment_access_index,28926.5,
51770001900,2017.0,employment_access_index,20414.5,
51770002100,2017.0,employment_access_index,18496.0,
51770002200,2017.0,employment_access_index,19362.0,
51770002300,2017.0,employment_access_index,19820.5,
51770002400,2017.0,employment_access_index,23051.0,
51770002500,2017.0,employment_access_index,31276.0,
51770002600,2017.0,employment_access_index,30501.5,
51770002700,2017.0,employment_access_index,29469.0,
51770002800,2017.0,employment_access_index,17875.5,
51770002900,2017.0,employment_access_index,24353.0,
51770003000,2017.0,employment_access_index,23164.5,
51770003100,2017.0,employment_access_index,18615.0,
51775010100,2017.0,employment_access_index,17202.5,
51775010200,2017.0,employment_access_index,11830.5,
51775010300,2017.0,employment_access_index,19533.5,
51775010501,2017.0,employment_access_index,17048.5,
51775010502,2017.0,employment_access_index,12961.0,
51790000100,2017.0,employment_access_index,9445.5,
51790000200,2017.0,employment_access_index,6837.0,
51790000300,2017.0,employment_access_index,6388.0,
51790000400,2017.0,employment_access_index,6497.5,
51790000500,2017.0,employment_access_index,8107.0,
51790000600,2017.0,employment_access_index,8689.5,
51800065100,2017.0,employment_access_index,10929.5,
51800065200,2017.0,employment_access_index,12489.0,
51800065300,2017.0,employment_access_index,11168.0,
51800065400,2017.0,employment_access_index,10089.5,
51800065500,2017.0,employment_access_index,9935.5,
51800075101,2017.0,employment_access_index,12899.5,
51800075102,2017.0,employment_access_index,10285.5,
51800075201,2017.0,employment_access_index,5338.5,
51800075202,2017.0,employment_access_index,5793.5,
51800075203,2017.0,employment_access_index,7026.0,
51800075204,2017.0,employment_access_index,9330.5,
51800075301,2017.0,employment_access_index,5538.0,
51800075302,2017.0,employment_access_index,3944.5,
51800075401,2017.0,employment_access_index,10152.0,
51800075402,2017.0,employment_access_index,7684.0,
51800075403,2017.0,employment_access_index,6414.0,
51800075404,2017.0,employment_access_index,4732.5,
51800075405,2017.0,employment_access_index,3064.5,
51800075501,2017.0,employment_access_index,7133.5,
51800075502,2017.0,employment_access_index,5874.5,
51800075601,2017.0,employment_access_index,5455.0,
51800075602,2017.0,employment_access_index,2616.0,
51800075701,2017.0,employment_access_index,5118.0,
51800075702,2017.0,employment_access_index,3805.5,
51800075703,2017.0,employment_access_index,2656.5,
51800075801,2017.0,employment_access_index,2067.5,
51800075802,2017.0,employment_access_index,1678.5,
51800075803,2017.0,employment_access_index,1908.0,
51810040000,2017.0,employment_access_index,14587.5,
51810040200,2017.0,employment_access_index,33547.5,
51810040402,2017.0,employment_access_index,30039.5,
51810040403,2017.0,employment_access_index,20778.5,
51810040404,2017.0,employment_access_index,24479.0,
51810040600,2017.0,employment_access_index,39009.0,
51810040801,2017.0,employment_access_index,26280.5,
51810040802,2017.0,employment_access_index,32491.0,
51810041002,2017.0,employment_access_index,41898.0,
51810041003,2017.0,employment_access_index,34668.5,
51810041004,2017.0,employment_access_index,39501.0,
51810041200,2017.0,employment_access_index,19611.0,
51810041400,2017.0,employment_access_index,16319.5,
51810041600,2017.0,employment_access_index,23851.0,
51810041801,2017.0,employment_access_index,12743.5,
51810041802,2017.0,employment_access_index,11473.0,
51810042000,2017.0,employment_access_index,13972.5,
51810042201,2017.0,employment_access_index,18883.5,
51810042202,2017.0,employment_access_index,22894.0,
51810042400,2017.0,employment_access_index,27683.5,
51810042600,2017.0,employment_access_index,26613.5,
51810042801,2017.0,employment_access_index,30769.5,
51810042802,2017.0,employment_access_index,33270.0,
51810043002,2017.0,employment_access_index,11338.0,
51810043003,2017.0,employment_access_index,10649.0,
51810043004,2017.0,employment_access_index,8921.0,
51810043200,2017.0,employment_access_index,6919.5,
51810043400,2017.0,employment_access_index,6597.0,
51810043600,2017.0,employment_access_index,9946.0,
51810043800,2017.0,employment_access_index,13615.5,
51810044001,2017.0,employment_access_index,18271.5,
51810044003,2017.0,employment_access_index,13772.5,
51810044004,2017.0,employment_access_index,16199.0,
51810044200,2017.0,employment_access_index,15583.0,
51810044401,2017.0,employment_access_index,17118.0,
51810044402,2017.0,employment_access_index,19920.5,
51810044600,2017.0,employment_access_index,17139.0,
51810044805,2017.0,employment_access_index,20241.5,
51810044806,2017.0,employment_access_index,19212.5,
51810044807,2017.0,employment_access_index,21565.0,
51810044808,2017.0,employment_access_index,21733.0,
51810045000,2017.0,employment_access_index,14960.5,
51810045200,2017.0,employment_access_index,9180.5,
51810045405,2017.0,employment_access_index,23939.5,
51810045406,2017.0,employment_access_index,23862.0,
51810045407,2017.0,employment_access_index,30663.5,
51810045408,2017.0,employment_access_index,13009.5,
51810045412,2017.0,employment_access_index,5116.5,
51810045414,2017.0,employment_access_index,27138.0,
51810045415,2017.0,employment_access_index,35002.0,
51810045417,2017.0,employment_access_index,15966.5,
51810045420,2017.0,employment_access_index,9461.0,
51810045421,2017.0,employment_access_index,22032.0,
51810045422,2017.0,employment_access_index,22359.0,
51810045423,2017.0,employment_access_index,19054.0,
51810045424,2017.0,employment_access_index,10857.0,
51810045425,2017.0,employment_access_index,12805.5,
51810045426,2017.0,employment_access_index,10042.0,
51810045427,2017.0,employment_access_index,8391.0,
51810045428,2017.0,employment_access_index,10321.5,
51810045601,2017.0,employment_access_index,33653.5,
51810045603,2017.0,employment_access_index,37833.0,
51810045604,2017.0,employment_access_index,36433.0,
51810045801,2017.0,employment_access_index,32418.5,
51810045803,2017.0,employment_access_index,30797.5,
51810045805,2017.0,employment_access_index,29248.0,
51810045806,2017.0,employment_access_index,27344.0,
51810045807,2017.0,employment_access_index,29301.5,
51810045808,2017.0,employment_access_index,26966.5,
51810045809,2017.0,employment_access_index,24752.0,
51810045810,2017.0,employment_access_index,23329.5,
51810046002,2017.0,employment_access_index,29778.5,
51810046005,2017.0,employment_access_index,37501.0,
51810046006,2017.0,employment_access_index,27668.0,
51810046009,2017.0,employment_access_index,38562.0,
51810046010,2017.0,employment_access_index,39781.0,
51810046011,2017.0,employment_access_index,26348.0,
51810046012,2017.0,employment_access_index,23809.5,
51810046013,2017.0,employment_access_index,21900.0,
51810046014,2017.0,employment_access_index,20401.5,
51810046015,2017.0,employment_access_index,18507.0,
51810046016,2017.0,employment_access_index,12663.0,
51810046204,2017.0,employment_access_index,30076.5,
51810046206,2017.0,employment_access_index,26989.0,
51810046207,2017.0,employment_access_index,26794.5,
51810046211,2017.0,employment_access_index,24421.0,
51810046212,2017.0,employment_access_index,22252.0,
51810046213,2017.0,employment_access_index,20107.5,
51810046214,2017.0,employment_access_index,19750.5,
51810046216,2017.0,employment_access_index,15109.0,
51810046217,2017.0,employment_access_index,16228.5,
51810046219,2017.0,employment_access_index,22835.5,
51810046220,2017.0,employment_access_index,31772.0,
51810046221,2017.0,employment_access_index,30637.0,
51810046222,2017.0,employment_access_index,20228.5,
51810046223,2017.0,employment_access_index,21968.0,
51810046224,2017.0,employment_access_index,16585.0,
51810046225,2017.0,employment_access_index,17602.5,
51810046400,2017.0,employment_access_index,3291.5,
51820003100,2017.0,employment_access_index,8704.5,
51820003200,2017.0,employment_access_index,6559.5,
51820003300,2017.0,employment_access_index,7748.5,
51820003400,2017.0,employment_access_index,8321.5,
51820003500,2017.0,employment_access_index,8159.5,
51830370100,2017.0,employment_access_index,11290.5,
51830370200,2017.0,employment_access_index,10765.0,
51830370300,2017.0,employment_access_index,14806.5,
51840000100,2017.0,employment_access_index,19716.0,
51840000201,2017.0,employment_access_index,22272.5,
51840000202,2017.0,employment_access_index,21119.5,
51840000301,2017.0,employment_access_index,21649.5,
51840000302,2017.0,employment_access_index,17575.0,
51001090100,2018.0,employment_access_index,2085.0,
51001090200,2018.0,employment_access_index,2624.5,
51001090300,2018.0,employment_access_index,1610.0,
51001090400,2018.0,employment_access_index,2045.25,
51001090500,2018.0,employment_access_index,2317.25,
51001090600,2018.0,employment_access_index,2072.25,
51001090700,2018.0,employment_access_index,1954.75,
51001090800,2018.0,employment_access_index,1715.0,
51001980100,2018.0,employment_access_index,,
51001980200,2018.0,employment_access_index,,
51003010100,2018.0,employment_access_index,2939.0,
51003010201,2018.0,employment_access_index,3867.75,
51003010202,2018.0,employment_access_index,5983.0,
51003010300,2018.0,employment_access_index,8225.75,
51003010401,2018.0,employment_access_index,3722.75,
51003010402,2018.0,employment_access_index,4470.5,
51003010500,2018.0,employment_access_index,16187.25,
51003010601,2018.0,employment_access_index,28693.0,
51003010602,2018.0,employment_access_index,18381.75,
51003010700,2018.0,employment_access_index,34077.0,
51003010800,2018.0,employment_access_index,24752.0,
51003010901,2018.0,employment_access_index,22781.75,
51003010902,2018.0,employment_access_index,25314.25,
51003010903,2018.0,employment_access_index,34938.5,
51003011000,2018.0,employment_access_index,6293.75,
51003011100,2018.0,employment_access_index,3370.0,
51003011201,2018.0,employment_access_index,2636.75,
51003011202,2018.0,employment_access_index,4215.0,
51003011301,2018.0,employment_access_index,4420.0,
51003011302,2018.0,employment_access_index,14614.25,
51003011303,2018.0,employment_access_index,15444.25,
51003011400,2018.0,employment_access_index,2029.5,
51005070100,2018.0,employment_access_index,2220.5,
51005080100,2018.0,employment_access_index,1600.5,
51005080201,2018.0,employment_access_index,1967.5,
51005080202,2018.0,employment_access_index,2310.5,
51005080301,2018.0,employment_access_index,1556.0,
51005080302,2018.0,employment_access_index,1462.5,
51007930100,2018.0,employment_access_index,2270.75,
51007930200,2018.0,employment_access_index,2463.0,
51009010100,2018.0,employment_access_index,1813.0,
51009010200,2018.0,employment_access_index,2890.0,
51009010300,2018.0,employment_access_index,2613.0,
51009010401,2018.0,employment_access_index,2817.25,
51009010402,2018.0,employment_access_index,3820.5,
51009010502,2018.0,employment_access_index,12022.25,
51009010503,2018.0,employment_access_index,9643.0,
51009010504,2018.0,employment_access_index,6118.5,
51009010600,2018.0,employment_access_index,3509.75,
51011040100,2018.0,employment_access_index,2377.25,
51011040200,2018.0,employment_access_index,1931.0,
51011040300,2018.0,employment_access_index,1652.5,
51013100100,2018.0,employment_access_index,72316.25,
51013100200,2018.0,employment_access_index,76303.25,
51013100300,2018.0,employment_access_index,73337.0,
51013100400,2018.0,employment_access_index,105786.5,
51013100500,2018.0,employment_access_index,114467.5,
51013100600,2018.0,employment_access_index,138382.25,
51013100700,2018.0,employment_access_index,117928.25,
51013100800,2018.0,employment_access_index,99647.5,
51013100900,2018.0,employment_access_index,102722.75,
51013101000,2018.0,employment_access_index,87017.0,
51013101100,2018.0,employment_access_index,78377.0,
51013101200,2018.0,employment_access_index,87577.0,
51013101300,2018.0,employment_access_index,112626.75,
51013101401,2018.0,employment_access_index,122427.25,
51013101402,2018.0,employment_access_index,132326.25,
51013101403,2018.0,employment_access_index,133949.75,
51013101404,2018.0,employment_access_index,141693.25,
51013101500,2018.0,employment_access_index,166114.5,
51013101601,2018.0,employment_access_index,200521.5,
51013101602,2018.0,employment_access_index,185050.75,
51013101603,2018.0,employment_access_index,215203.5,
51013101701,2018.0,employment_access_index,184916.75,
51013101702,2018.0,employment_access_index,218607.75,
51013101703,2018.0,employment_access_index,203474.0,
51013101801,2018.0,employment_access_index,162945.25,
51013101802,2018.0,employment_access_index,173475.25,
51013101803,2018.0,employment_access_index,158673.75,
51013101900,2018.0,employment_access_index,149051.0,
51013102001,2018.0,employment_access_index,127166.75,
51013102002,2018.0,employment_access_index,138522.25,
51013102003,2018.0,employment_access_index,126063.75,
51013102100,2018.0,employment_access_index,92542.75,
51013102200,2018.0,employment_access_index,90473.5,
51013102301,2018.0,employment_access_index,113839.75,
51013102302,2018.0,employment_access_index,102001.25,
51013102400,2018.0,employment_access_index,133207.25,
51013102500,2018.0,employment_access_index,127363.25,
51013102600,2018.0,employment_access_index,99847.75,
51013102701,2018.0,employment_access_index,96430.5,
51013102702,2018.0,employment_access_index,94266.0,
51013102801,2018.0,employment_access_index,90608.0,
51013102802,2018.0,employment_access_index,90925.75,
51013102901,2018.0,employment_access_index,87558.5,
51013102902,2018.0,employment_access_index,86941.0,
51013103000,2018.0,employment_access_index,82653.0,
51013103100,2018.0,employment_access_index,99081.5,
51013103200,2018.0,employment_access_index,115147.0,
51013103300,2018.0,employment_access_index,127913.25,
51013103401,2018.0,employment_access_index,156824.25,
51013103402,2018.0,employment_access_index,136868.25,
51013103501,2018.0,employment_access_index,141627.75,
51013103502,2018.0,employment_access_index,147615.25,
51013103503,2018.0,employment_access_index,151196.25,
51013103601,2018.0,employment_access_index,130542.25,
51013103602,2018.0,employment_access_index,133616.25,
51013103700,2018.0,employment_access_index,122884.25,
51013103800,2018.0,employment_access_index,105473.25,
51013980100,2018.0,employment_access_index,,
51013980200,2018.0,employment_access_index,140981.75,
51015070100,2018.0,employment_access_index,1593.75,
51015070200,2018.0,employment_access_index,2068.0,
51015070300,2018.0,employment_access_index,3197.5,
51015070400,2018.0,employment_access_index,2485.5,
51015070500,2018.0,employment_access_index,2900.75,
51015070600,2018.0,employment_access_index,5230.5,
51015070700,2018.0,employment_access_index,4564.0,
51015070800,2018.0,employment_access_index,2132.5,
51015070900,2018.0,employment_access_index,4038.0,
51015071000,2018.0,employment_access_index,1981.75,
51015071101,2018.0,employment_access_index,4614.75,
51015071102,2018.0,employment_access_index,3423.75,
51015071200,2018.0,employment_access_index,3726.0,
51017920100,2018.0,employment_access_index,1680.25,
51019030101,2018.0,employment_access_index,4088.0,
51019030103,2018.0,employment_access_index,8584.0,
51019030104,2018.0,employment_access_index,5479.0,
51019030201,2018.0,employment_access_index,3275.5,
51019030202,2018.0,employment_access_index,2189.0,
51019030300,2018.0,employment_access_index,2121.25,
51019030401,2018.0,employment_access_index,2391.25,
51019030402,2018.0,employment_access_index,2596.25,
51019030501,2018.0,employment_access_index,1997.5,
51019030503,2018.0,employment_access_index,1790.75,
51019030504,2018.0,employment_access_index,2164.5,
51019030601,2018.0,employment_access_index,2246.5,
51019030602,2018.0,employment_access_index,3681.0,
51019030603,2018.0,employment_access_index,3064.5,
51019030604,2018.0,employment_access_index,2331.0,
51019030605,2018.0,employment_access_index,2222.75,
51019050100,2018.0,employment_access_index,6065.5,
51021040100,2018.0,employment_access_index,1773.75,
51021040200,2018.0,employment_access_index,1676.75,
51023040100,2018.0,employment_access_index,1626.25,
51023040200,2018.0,employment_access_index,1859.0,
51023040301,2018.0,employment_access_index,2882.0,
51023040302,2018.0,employment_access_index,4198.25,
51023040401,2018.0,employment_access_index,2749.25,
51023040402,2018.0,employment_access_index,8219.25,
51023040501,2018.0,employment_access_index,4587.5,
51023040502,2018.0,employment_access_index,3874.5,
51025930100,2018.0,employment_access_index,1697.5,
51025930201,2018.0,employment_access_index,1957.25,
51025930202,2018.0,employment_access_index,,
51025930203,2018.0,employment_access_index,2106.25,
51025930300,2018.0,employment_access_index,1591.5,
51027010100,2018.0,employment_access_index,1425.75,
51027010200,2018.0,employment_access_index,1336.25,
51027010300,2018.0,employment_access_index,1512.25,
51027010400,2018.0,employment_access_index,2030.75,
51027010500,2018.0,employment_access_index,1342.75,
51027010600,2018.0,employment_access_index,1785.0,
51027010700,2018.0,employment_access_index,1374.5,
51029930101,2018.0,employment_access_index,1805.75,
51029930102,2018.0,employment_access_index,1968.0,
51029930201,2018.0,employment_access_index,2145.25,
51029930202,2018.0,employment_access_index,1882.5,
51031020101,2018.0,employment_access_index,4333.75,
51031020102,2018.0,employment_access_index,2013.75,
51031020200,2018.0,employment_access_index,5087.75,
51031020300,2018.0,employment_access_index,8410.0,
51031020401,2018.0,employment_access_index,7699.5,
51031020402,2018.0,employment_access_index,6038.25,
51031020403,2018.0,employment_access_index,3241.5,
51031020500,2018.0,employment_access_index,2775.25,
51031020600,2018.0,employment_access_index,2298.5,
51031020700,2018.0,employment_access_index,4278.25,
51031020800,2018.0,employment_access_index,1822.75,
51031020900,2018.0,employment_access_index,1820.5,
51033030100,2018.0,employment_access_index,3654.25,
51033030201,2018.0,employment_access_index,3438.25,
51033030202,2018.0,employment_access_index,2727.75,
51033030300,2018.0,employment_access_index,3570.5,
51033030400,2018.0,employment_access_index,3100.0,
51033030500,2018.0,employment_access_index,3322.25,
51033030600,2018.0,employment_access_index,3596.25,
51035080100,2018.0,employment_access_index,2316.25,
51035080200,2018.0,employment_access_index,2276.75,
51035080300,2018.0,employment_access_index,1743.25,
51035080400,2018.0,employment_access_index,2133.5,
51035080500,2018.0,employment_access_index,1746.75,
51035080601,2018.0,employment_access_index,1763.5,
51035080602,2018.0,employment_access_index,1934.0,
51036600100,2018.0,employment_access_index,3894.75,
51036600200,2018.0,employment_access_index,2966.0,
51036600300,2018.0,employment_access_index,2694.75,
51037930100,2018.0,employment_access_index,1754.5,
51037930200,2018.0,employment_access_index,1563.25,
51037930300,2018.0,employment_access_index,1638.0,
51041100106,2018.0,employment_access_index,26867.75,
51041100107,2018.0,employment_access_index,30263.25,
51041100205,2018.0,employment_access_index,15166.5,
51041100206,2018.0,employment_access_index,13778.75,
51041100208,2018.0,employment_access_index,14054.0,
51041100209,2018.0,employment_access_index,19524.5,
51041100210,2018.0,employment_access_index,23398.25,
51041100300,2018.0,employment_access_index,17656.5,
51041100403,2018.0,employment_access_index,12856.5,
51041100404,2018.0,employment_access_index,12288.25,
51041100405,2018.0,employment_access_index,15505.25,
51041100406,2018.0,employment_access_index,12594.0,
51041100407,2018.0,employment_access_index,12197.5,
51041100409,2018.0,employment_access_index,12204.25,
51041100410,2018.0,employment_access_index,10872.5,
51041100505,2018.0,employment_access_index,11071.25,
51041100506,2018.0,employment_access_index,10624.75,
51041100507,2018.0,employment_access_index,7569.0,
51041100508,2018.0,employment_access_index,9364.5,
51041100509,2018.0,employment_access_index,12521.0,
51041100510,2018.0,employment_access_index,8402.0,
51041100600,2018.0,employment_access_index,10857.75,
51041100701,2018.0,employment_access_index,7571.0,
51041100702,2018.0,employment_access_index,5219.25,
51041100703,2018.0,employment_access_index,4111.0,
51041100804,2018.0,employment_access_index,15859.0,
51041100805,2018.0,employment_access_index,13128.5,
51041100806,2018.0,employment_access_index,14090.75,
51041100807,2018.0,employment_access_index,13026.75,
51041100812,2018.0,employment_access_index,11854.25,
51041100814,2018.0,employment_access_index,15907.25,
51041100815,2018.0,employment_access_index,12402.5,
51041100816,2018.0,employment_access_index,14653.0,
51041100817,2018.0,employment_access_index,23003.25,
51041100818,2018.0,employment_access_index,11507.0,
51041100819,2018.0,employment_access_index,12572.0,
51041100820,2018.0,employment_access_index,12547.25,
51041100821,2018.0,employment_access_index,6173.5,
51041100822,2018.0,employment_access_index,8328.5,
51041100823,2018.0,employment_access_index,15753.5,
51041100902,2018.0,employment_access_index,21957.5,
51041100907,2018.0,employment_access_index,25696.25,
51041100910,2018.0,employment_access_index,18277.5,
51041100912,2018.0,employment_access_index,12554.75,
51041100915,2018.0,employment_access_index,17854.75,
51041100919,2018.0,employment_access_index,14088.25,
51041100920,2018.0,employment_access_index,27375.75,
51041100921,2018.0,employment_access_index,25573.25,
51041100922,2018.0,employment_access_index,26974.25,
51041100923,2018.0,employment_access_index,21878.25,
51041100924,2018.0,employment_access_index,10828.75,
51041100926,2018.0,employment_access_index,14738.25,
51041100927,2018.0,employment_access_index,8803.0,
51041100928,2018.0,employment_access_index,11678.25,
51041100929,2018.0,employment_access_index,13089.0,
51041100930,2018.0,employment_access_index,15355.0,
51041100931,2018.0,employment_access_index,19383.75,
51041100932,2018.0,employment_access_index,13981.25,
51041100933,2018.0,employment_access_index,11807.0,
51041100934,2018.0,employment_access_index,11962.5,
51041100935,2018.0,employment_access_index,11319.0,
51041100936,2018.0,employment_access_index,15259.25,
51041101003,2018.0,employment_access_index,3992.75,
51041101004,2018.0,employment_access_index,3280.25,
51041101007,2018.0,employment_access_index,9755.75,
51041101008,2018.0,employment_access_index,6750.25,
51041101009,2018.0,employment_access_index,5789.75,
51041101010,2018.0,employment_access_index,6397.75,
51041101011,2018.0,employment_access_index,8893.25,
51041101012,2018.0,employment_access_index,11719.75,
51041101013,2018.0,employment_access_index,7814.25,
51043010100,2018.0,employment_access_index,5289.75,
51043010200,2018.0,employment_access_index,4196.75,
51043010300,2018.0,employment_access_index,4065.75,
51045050100,2018.0,employment_access_index,1854.0,
51047930101,2018.0,employment_access_index,4129.0,
51047930102,2018.0,employment_access_index,3435.5,
51047930201,2018.0,employment_access_index,5005.5,
51047930202,2018.0,employment_access_index,2898.75,
51047930300,2018.0,employment_access_index,8120.75,
51047930400,2018.0,employment_access_index,4341.5,
51047930501,2018.0,employment_access_index,3075.75,
51047930502,2018.0,employment_access_index,7012.0,
51049930100,2018.0,employment_access_index,2058.75,
51049930200,2018.0,employment_access_index,2126.25,
51051040100,2018.0,employment_access_index,1393.5,
51051040200,2018.0,employment_access_index,1608.0,
51051040300,2018.0,employment_access_index,1682.75,
51051040400,2018.0,employment_access_index,1488.75,
51053840100,2018.0,employment_access_index,1835.5,
51053840200,2018.0,employment_access_index,3494.5,
51053840300,2018.0,employment_access_index,5270.25,
51053840400,2018.0,employment_access_index,6154.0,
51053840500,2018.0,employment_access_index,3964.5,
51053840600,2018.0,employment_access_index,2707.25,
51053980100,2018.0,employment_access_index,,
51057950600,2018.0,employment_access_index,2585.5,
51057950700,2018.0,employment_access_index,3611.75,
51057950800,2018.0,employment_access_index,2397.0,
51059415100,2018.0,employment_access_index,52588.5,
51059415200,2018.0,employment_access_index,41577.5,
51059415300,2018.0,employment_access_index,39296.5,
51059415401,2018.0,employment_access_index,35186.25,
51059415402,2018.0,employment_access_index,31953.5,
51059415500,2018.0,employment_access_index,28123.5,
51059415600,2018.0,employment_access_index,29177.0,
51059415700,2018.0,employment_access_index,19938.75,
51059415800,2018.0,employment_access_index,22577.5,
51059415900,2018.0,employment_access_index,23819.75,
51059416000,2018.0,employment_access_index,24605.0,
51059416100,2018.0,employment_access_index,20465.5,
51059416200,2018.0,employment_access_index,18700.5,
51059416300,2018.0,employment_access_index,13030.5,
51059420100,2018.0,employment_access_index,84220.5,
51059420201,2018.0,employment_access_index,60934.0,
51059420202,2018.0,employment_access_index,61416.0,
51059420203,2018.0,employment_access_index,56934.0,
51059420300,2018.0,employment_access_index,59852.25,
51059420400,2018.0,employment_access_index,75871.0,
51059420501,2018.0,employment_access_index,66434.0,
51059420502,2018.0,employment_access_index,70031.5,
51059420503,2018.0,employment_access_index,67097.5,
51059420600,2018.0,employment_access_index,59936.25,
51059420700,2018.0,employment_access_index,47448.5,
51059420800,2018.0,employment_access_index,44772.75,
51059421001,2018.0,employment_access_index,51951.25,
51059421002,2018.0,employment_access_index,51953.0,
51059421101,2018.0,employment_access_index,41092.25,
51059421102,2018.0,employment_access_index,40806.5,
51059421103,2018.0,employment_access_index,34903.5,
51059421200,2018.0,employment_access_index,31543.5,
51059421300,2018.0,employment_access_index,35990.25,
51059421400,2018.0,employment_access_index,40149.0,
51059421500,2018.0,employment_access_index,31984.25,
51059421600,2018.0,employment_access_index,29148.75,
51059421701,2018.0,employment_access_index,26276.25,
51059421702,2018.0,employment_access_index,27548.25,
51059421800,2018.0,employment_access_index,24046.75,
51059421900,2018.0,employment_access_index,25310.5,
51059422000,2018.0,employment_access_index,34984.75,
51059422101,2018.0,employment_access_index,25489.0,
51059422102,2018.0,employment_access_index,21730.0,
51059422201,2018.0,employment_access_index,22212.5,
51059422202,2018.0,employment_access_index,21545.25,
51059422301,2018.0,employment_access_index,47957.5,
51059422302,2018.0,employment_access_index,48266.75,
51059422401,2018.0,employment_access_index,43146.25,
51059422402,2018.0,employment_access_index,40248.0,
51059422403,2018.0,employment_access_index,40328.75,
51059430101,2018.0,employment_access_index,32467.25,
51059430102,2018.0,employment_access_index,30607.25,
51059430201,2018.0,employment_access_index,32104.25,
51059430202,2018.0,employment_access_index,34612.5,
51059430203,2018.0,employment_access_index,38965.75,
51059430400,2018.0,employment_access_index,40091.0,
51059430500,2018.0,employment_access_index,57650.5,
51059430600,2018.0,employment_access_index,77877.5,
51059430700,2018.0,employment_access_index,51851.25,
51059430801,2018.0,employment_access_index,37241.0,
51059430802,2018.0,employment_access_index,39208.0,
51059430901,2018.0,employment_access_index,32564.25,
51059430902,2018.0,employment_access_index,31749.5,
51059431001,2018.0,employment_access_index,28628.0,
51059431002,2018.0,employment_access_index,29772.5,
51059431300,2018.0,employment_access_index,27871.0,
51059431400,2018.0,employment_access_index,31172.0,
51059431500,2018.0,employment_access_index,35901.0,
51059431600,2018.0,employment_access_index,44147.0,
51059431801,2018.0,employment_access_index,31317.5,
51059431802,2018.0,employment_access_index,33100.0,
51059431900,2018.0,employment_access_index,33424.0,
51059432000,2018.0,employment_access_index,26211.25,
51059432100,2018.0,employment_access_index,26035.25,
51059432201,2018.0,employment_access_index,27444.25,
51059432202,2018.0,employment_access_index,28533.75,
51059432300,2018.0,employment_access_index,25460.25,
51059432401,2018.0,employment_access_index,23422.25,
51059432402,2018.0,employment_access_index,24444.25,
51059432500,2018.0,employment_access_index,24408.0,
51059432600,2018.0,employment_access_index,27842.5,
51059432701,2018.0,employment_access_index,33768.25,
51059432702,2018.0,employment_access_index,34254.0,
51059432800,2018.0,employment_access_index,37189.5,
51059440100,2018.0,employment_access_index,57549.0,
51059440201,2018.0,employment_access_index,81765.25,
51059440202,2018.0,employment_access_index,73367.25,
51059440300,2018.0,employment_access_index,62331.5,
51059440501,2018.0,employment_access_index,40397.75,
51059440502,2018.0,employment_access_index,46725.75,
51059440600,2018.0,employment_access_index,53439.0,
51059440701,2018.0,employment_access_index,36980.75,
51059440702,2018.0,employment_access_index,42060.25,
51059440800,2018.0,employment_access_index,43907.25,
51059450100,2018.0,employment_access_index,75425.25,
51059450200,2018.0,employment_access_index,66059.0,
51059450300,2018.0,employment_access_index,69154.75,
51059450400,2018.0,employment_access_index,62749.5,
51059450500,2018.0,employment_access_index,61343.0,
51059450601,2018.0,employment_access_index,68563.5,
51059450602,2018.0,employment_access_index,67677.75,
51059450701,2018.0,employment_access_index,61088.0,
51059450702,2018.0,employment_access_index,57498.75,
51059450800,2018.0,employment_access_index,58591.75,
51059450900,2018.0,employment_access_index,57453.5,
51059451000,2018.0,employment_access_index,57150.25,
51059451100,2018.0,employment_access_index,58214.5,
51059451200,2018.0,employment_access_index,60423.75,
51059451300,2018.0,employment_access_index,67798.0,
51059451400,2018.0,employment_access_index,77724.0,
51059451501,2018.0,employment_access_index,76645.5,
51059451502,2018.0,employment_access_index,82540.25,
51059451601,2018.0,employment_access_index,72276.0,
51059451602,2018.0,employment_access_index,69622.25,
51059451800,2018.0,employment_access_index,65273.5,
51059451900,2018.0,employment_access_index,62899.5,
51059452000,2018.0,employment_access_index,59822.5,
